type,latitude,longitude,altitude (m),name,desc,kml_folder
T,42.329271849,-83.043541519,183.1,,,
T,42.329264264,-83.043559297,183.1,,,
T,42.329256880,-83.043577098,183.1,,,
T,42.329249353,-83.043594749,183.1,,,
T,42.329241500,-83.043613157,183.1,,,
T,42.329232152,-83.043635052,183.1,,,
T,42.329221485,-83.043660129,183.1,,,
T,42.329213405,-83.043679071,183.1,,,
T,42.329204794,-83.043699270,183.1,,,
T,42.329196330,-83.043719088,183.1,,,
T,42.329187269,-83.043740307,183.1,,,
T,42.329178929,-83.043759838,183.1,,,
T,42.329170956,-83.043778503,183.1,,,
T,42.329163517,-83.043795913,183.1,,,
T,42.329156271,-83.043812882,183.2,,,
T,42.329147744,-83.043832835,183.2,,,
T,42.329139464,-83.043852221,183.2,,,
T,42.329132089,-83.043869486,183.2,,,
T,42.329122368,-83.043892240,183.2,,,
T,42.329114397,-83.043910895,183.2,,,
T,42.329107339,-83.043927409,183.3,,,
T,42.329097326,-83.043950836,183.3,,,
T,42.329088730,-83.043970949,183.3,,,
T,42.329080447,-83.043990338,183.3,,,
T,42.329072328,-83.044009346,183.3,,,
T,42.329062817,-83.044031613,183.3,,,
T,42.329054560,-83.044050946,183.3,,,
T,42.329045409,-83.044072371,183.3,,,
T,42.329037423,-83.044091062,183.2,,,
T,42.329027625,-83.044113997,183.2,,,
T,42.329019037,-83.044134107,183.2,,,
T,42.329011024,-83.044152854,183.2,,,
T,42.329002050,-83.044173862,183.1,,,
T,42.328992216,-83.044196876,183.1,,,
T,42.328983705,-83.044216318,183.1,,,
T,42.328976226,-83.044233822,183.1,,,
T,42.328967187,-83.044254980,183.1,,,
T,42.328960229,-83.044271287,183.1,,,
T,42.328952025,-83.044290522,183.1,,,
T,42.328942612,-83.044312558,183.1,,,
T,42.328933316,-83.044333827,183.1,,,
T,42.328924387,-83.044354246,183.0,,,
T,42.328916053,-83.044373755,183.0,,,
T,42.328906829,-83.044395351,183.0,,,
T,42.328898668,-83.044414460,183.0,,,
T,42.328890829,-83.044432815,183.1,,,
T,42.328881940,-83.044453627,183.1,,,
T,42.328875277,-83.044469218,183.1,,,
T,42.328867565,-83.044487270,183.1,,,
T,42.328857409,-83.044511047,183.1,,,
T,42.328848082,-83.044532880,183.1,,,
T,42.328838241,-83.044555936,183.1,,,
T,42.328828335,-83.044579123,183.1,,,
T,42.328815549,-83.044609054,183.2,,,
T,42.328808441,-83.044625693,183.2,,,
T,42.328799281,-83.044647134,183.2,,,
T,42.328788517,-83.044670804,183.2,,,
T,42.328780533,-83.044688365,183.2,,,
T,42.328769067,-83.044714697,183.2,,,
T,42.328759318,-83.044734829,183.2,,,
T,42.328747087,-83.044761204,183.2,,,
T,42.328734810,-83.044788705,183.2,,,
T,42.328727627,-83.044805577,183.3,,,
T,42.328711557,-83.044845154,183.3,,,
T,42.328700030,-83.044873274,183.3,,,
T,42.328688547,-83.044902233,183.4,,,
T,42.328677880,-83.044929309,183.4,,,
T,42.328665508,-83.044961358,183.5,,,
T,42.328652570,-83.044995684,183.5,,,
T,42.328640552,-83.045027467,183.6,,,
T,42.328630870,-83.045052330,183.6,,,
T,42.328619132,-83.045081324,183.6,,,
T,42.328606451,-83.045111542,183.6,,,
T,42.328596559,-83.045135161,183.6,,,
T,42.328586291,-83.045159329,183.6,,,
T,42.328575854,-83.045184070,183.6,,,
T,42.328565987,-83.045208313,183.6,,,
T,42.328557551,-83.045228312,183.6,,,
T,42.328550059,-83.045246310,183.6,,,
T,42.328540591,-83.045267677,183.6,,,
T,42.328531609,-83.045288139,183.6,,,
T,42.328522840,-83.045308284,183.6,,,
T,42.328515035,-83.045326167,183.6,,,
T,42.328505777,-83.045348071,183.6,,,
T,42.328497002,-83.045369752,183.6,,,
T,42.328488355,-83.045389531,183.6,,,
T,42.328478345,-83.045412376,183.6,,,
T,42.328469762,-83.045431344,183.6,,,
T,42.328461155,-83.045450508,183.6,,,
T,42.328450902,-83.045474877,183.5,,,
T,42.328443499,-83.045491860,183.5,,,
T,42.328433581,-83.045513725,183.5,,,
T,42.328423131,-83.045536755,183.5,,,
T,42.328413541,-83.045558284,183.5,,,
T,42.328404451,-83.045579526,183.5,,,
T,42.328394067,-83.045604103,183.4,,,
T,42.328385288,-83.045625594,183.4,,,
T,42.328378339,-83.045642254,183.4,,,
T,42.328370182,-83.045661438,183.4,,,
T,42.328362327,-83.045681607,183.4,,,
T,42.328352943,-83.045701808,183.4,,,
T,42.328344741,-83.045720783,183.4,,,
T,42.328337574,-83.045738303,183.4,,,
T,42.328328230,-83.045759004,183.4,,,
T,42.328318825,-83.045780362,183.4,,,
T,42.328310220,-83.045799318,183.4,,,
T,42.328299094,-83.045825010,183.4,,,
T,42.328287621,-83.045851400,183.4,,,
T,42.328273610,-83.045882097,183.4,,,
T,42.328260458,-83.045913604,183.4,,,
T,42.328250694,-83.045936755,183.4,,,
T,42.328236678,-83.045968255,183.5,,,
T,42.328226162,-83.045992569,183.5,,,
T,42.328213336,-83.046021234,183.5,,,
T,42.328202287,-83.046048700,183.5,,,
T,42.328190183,-83.046076620,183.6,,,
T,42.328177368,-83.046105098,183.5,,,
T,42.328167009,-83.046128657,183.5,,,
T,42.328153547,-83.046159618,183.5,,,
T,42.328138381,-83.046193541,183.4,,,
T,42.328123825,-83.046225645,183.3,,,
T,42.328110273,-83.046255539,183.3,,,
T,42.328096047,-83.046286925,183.2,,,
T,42.328087519,-83.046307627,183.1,,,
T,42.328080056,-83.046326184,183.0,,,
T,42.328071764,-83.046346877,183.0,,,
T,42.328063402,-83.046367429,182.9,,,
T,42.328054129,-83.046390110,182.8,,,
T,42.328044809,-83.046411054,182.7,,,
T,42.328034984,-83.046434177,182.7,,,
T,42.328025465,-83.046457570,182.6,,,
T,42.328018945,-83.046473415,182.5,,,
T,42.328011550,-83.046491762,182.4,,,
T,42.328002512,-83.046512488,182.3,,,
T,42.327994562,-83.046530581,182.3,,,
T,42.327986339,-83.046549551,182.3,,,
T,42.327978045,-83.046569089,182.3,,,
T,42.327969642,-83.046588771,182.4,,,
T,42.327961123,-83.046607564,182.4,,,
T,42.327952816,-83.046627145,182.5,,,
T,42.327944547,-83.046647731,182.6,,,
T,42.327936903,-83.046664913,182.6,,,
T,42.327930243,-83.046682806,182.7,,,
T,42.327923063,-83.046697948,182.8,,,
T,42.327914944,-83.046715901,182.9,,,
T,42.327906630,-83.046735788,182.9,,,
T,42.327898682,-83.046754991,183.0,,,
T,42.327892046,-83.046771790,183.0,,,
T,42.327883747,-83.046791838,183.0,,,
T,42.327874955,-83.046812127,182.9,,,
T,42.327867476,-83.046829992,182.8,,,
T,42.327860184,-83.046848386,182.7,,,
T,42.327852083,-83.046868826,182.6,,,
T,42.327841233,-83.046894521,182.5,,,
T,42.327831500,-83.046918178,182.3,,,
T,42.327820532,-83.046943940,182.2,,,
T,42.327809689,-83.046968951,182.0,,,
T,42.327798742,-83.046996633,181.9,,,
T,42.327786584,-83.047027447,181.7,,,
T,42.327789134,-83.047020443,181.7,,,
T,42.327781257,-83.047041370,181.6,,,
T,42.327749660,-83.047113018,181.4,,,
T,42.327740181,-83.047135376,181.5,,,
T,42.327730859,-83.047156962,181.6,,,
T,42.327722643,-83.047175081,181.6,,,
T,42.327713476,-83.047197661,181.8,,,
T,42.327704331,-83.047220176,181.9,,,
T,42.327695231,-83.047242728,182.0,,,
T,42.327683365,-83.047271191,182.2,,,
T,42.327675675,-83.047290757,182.4,,,
T,42.327663048,-83.047320398,182.6,,,
T,42.327654291,-83.047341492,182.8,,,
T,42.327645285,-83.047361691,183.0,,,
T,42.327628724,-83.047398283,182.9,,,
T,42.327615983,-83.047428286,182.7,,,
T,42.327605733,-83.047451838,182.5,,,
T,42.327597129,-83.047473202,182.4,,,
T,42.327589059,-83.047492648,182.2,,,
T,42.327580723,-83.047511349,182.1,,,
T,42.327572140,-83.047530658,182.0,,,
T,42.327560448,-83.047556719,181.8,,,
T,42.327553671,-83.047571469,181.6,,,
T,42.327546230,-83.047587982,181.5,,,
T,42.327540638,-83.047602829,181.4,,,
T,42.327533653,-83.047618536,181.3,,,
T,42.327526323,-83.047635167,181.1,,,
T,42.327517595,-83.047655003,181.1,,,
T,42.327511564,-83.047672194,181.2,,,
T,42.327504069,-83.047692235,181.3,,,
T,42.327494449,-83.047715553,181.4,,,
T,42.327484484,-83.047737930,181.5,,,
T,42.327474761,-83.047761948,181.6,,,
T,42.327465236,-83.047784452,181.8,,,
T,42.327458547,-83.047802298,182.0,,,
T,42.327450817,-83.047820373,182.1,,,
T,42.327441600,-83.047841108,182.3,,,
T,42.327435670,-83.047854896,182.5,,,
T,42.327428715,-83.047871220,182.7,,,
T,42.327419649,-83.047893026,182.9,,,
T,42.327412092,-83.047911190,183.2,,,
T,42.327405528,-83.047928071,183.2,,,
T,42.327400099,-83.047944687,183.2,,,
T,42.327394969,-83.047961904,183.2,,,
T,42.327390306,-83.047983850,183.1,,,
T,42.327386497,-83.048001292,183.1,,,
T,42.327384466,-83.048023284,183.1,,,
T,42.327381700,-83.048044014,183.1,,,
T,42.327382000,-83.048062298,183.0,,,
T,42.327382023,-83.048091691,183.0,,,
T,42.327382824,-83.048109223,183.0,,,
T,42.327387499,-83.048126962,183.0,,,
T,42.327391245,-83.048141405,182.9,,,
T,42.327397728,-83.048161288,182.9,,,
T,42.327406724,-83.048178208,182.9,,,
