start_x,end_x,start_v,end_v,accel,inc,gravity,step_time
832837.570635382,832840.329999997,29.311836019298,29.2647290472111,-0.5,0.0720952,9.7926831,0.0942139441738661
832840.329999997,833292.976855095,29.2647290472111,29.2647290472111,0,0.0068526,9.7926796,15.4673174785923
833292.976855095,833293.409999997,29.2647290472111,29.2573276514589,-0.5,0.0068526,9.7926796,0.0148027915044509
833293.409999997,833293.823344493,29.2573276514589,29.27145213848,1,-0.0033117,9.7926761,0.0141244870210961
833293.823344493,833787.259999997,29.27145213848,29.27145213848,0,-0.0033117,9.7926761,16.8572660205059
833787.259999997,833788.985857308,29.27145213848,29.3303533036473,1,-0.0111211,9.7926721,0.0589011651673381
833788.985857308,834284.189999998,29.3303533036473,29.3303533036473,0,-0.0111211,9.7926721,16.883674654812
834284.189999998,834777.63534317,29.3303533036473,29.3303533036473,0,-0.0111211,9.7926721,16.8237094883982
834777.63534317,834780.429999998,29.3303533036473,29.2826735133456,-0.5,-0.0427255,9.7926682,0.0953595806034215
834780.429999998,834780.919314698,29.2826735133456,29.2993787901781,1,-0.0427255,9.7926682,0.016705276832468
834780.919314698,835279.939999998,29.2993787901781,29.2993787901781,0,-0.0427255,9.7926682,17.0317838092345
835279.939999998,835779.035198168,29.2993787901781,29.2993787901781,0,-0.2766906,9.7926648,17.0343269645723
835779.035198168,835780.009999997,29.2993787901781,29.2827388688462,-0.5,-0.2967035,9.7926614,0.0332798426637666
835780.009999997,836277.698385879,29.2827388688462,29.2827388688462,0,-0.2967035,9.7926614,16.9959643498866
836277.698385879,836278.799999997,29.2827388688462,29.2639228666111,-0.5,0.1233404,9.792658,0.0376320044700833
836278.799999997,836775.728509896,29.2639228666111,29.2639228666111,0,0.1233404,9.792658,16.9809260420763
836775.728509896,836777.549999997,29.2639228666111,29.2327845311036,-0.5,0.4007488,9.7926546,0.0622766710150486
836777.549999997,836777.651353491,29.2327845311036,29.23625144285,1,0.4926227,9.7926511,0.00346691174638636
836777.651353491,837276.049999997,29.23625144285,29.23625144285,0,0.4926227,9.7926511,17.0472828050648
837276.049999997,837276.135680348,29.23625144285,29.239181916244,1,0.4926227,9.7926511,0.00293047339403429
837276.135680348,837773.869999997,29.239181916244,29.239181916244,0,0.4926227,9.7926511,17.0228538224777
837773.869999997,838277.822566147,29.239181916244,29.239181916244,0,0.4243019,9.7926475,17.2355221015835
838277.822566147,838279.069999998,29.239181916244,29.2178425842944,-0.5,0.1262224,9.7926437,0.0426786638993235
838279.069999998,838777.394853001,29.2178425842944,29.2178425842944,0,0.1262224,9.7926437,17.0554979056311
838777.394853001,838777.649999998,29.2178425842944,29.213475970583,-0.5,-0.1819479,9.7926398,0.00873322742270943
838777.649999998,838779.553315758,29.213475970583,29.2785554596507,1,-0.1819479,9.7926398,0.065079489067692
838779.553315758,839276.419999998,29.2785554596507,29.2785554596507,0,-0.1819479,9.7926398,16.970327819786
839276.419999998,839277.908967391,29.2785554596507,29.3293665903544,1,-0.2780886,9.7926362,0.0508111307036678
839277.908967391,839774.839999998,29.3293665903544,29.3293665903544,0,-0.2780886,9.7926362,16.9431218732693
839774.839999998,840271.327842449,29.3293665903544,29.3293665903544,0,-0.2780886,9.7926362,16.9280110745589
840271.327842449,840273.869999997,29.3293665903544,29.2859964324761,-0.5,-0.0641827,9.7926326,0.0867403157565718
840273.869999997,840274.473725298,29.2859964324761,29.3066039937259,1,-0.0693279,9.7926291,0.0206075612497933
840274.473725298,840773.019999997,29.3066039937259,29.3066039937259,0,-0.0693279,9.7926291,17.0113969808871
840773.019999997,841272.107031303,29.3066039937259,29.3066039937259,0,-0.0693279,9.7926291,17.0298486789058
841272.107031303,841272.819999997,29.3066039937259,29.294437508697,-0.5,-0.2768625,9.792626,0.0243329700578272
841272.819999997,841272.918544865,29.294437508697,29.2978012602916,1,-0.2768625,9.792626,0.00336375159460189
841272.918544865,841772.129999997,29.2978012602916,29.2978012602916,0,-0.2768625,9.792626,17.0392122841097
841772.129999997,841772.551116569,29.2978012602916,29.3121713939997,1,-0.6579959,9.7926233,0.0143701337081446
841772.551116569,842269.579999997,29.3121713939997,29.3121713939997,0,-0.6579959,9.7926233,16.9563993314414
842269.579999997,842269.760765504,29.3121713939997,29.3183376548512,1,-0.6579959,9.7926233,0.00616626085152205
842269.760765504,842768.029999997,29.3183376548512,29.3183376548512,0,-0.6579959,9.7926233,16.9951393683943
842768.029999997,842769.841934454,29.3183376548512,29.3800747405,1,-0.7749183,9.7926207,0.061737085648808
842769.841934454,843266.749999998,29.3800747405,29.3800747405,0,-0.7749183,9.7926207,16.9130973944913
843266.749999998,843267.667414876,29.3800747405,29.4112839147498,1,-0.3378292,9.7926183,0.0312091742497742
843267.667414876,843772.999999998,29.4112839147498,29.4112839147498,0,-0.3378292,9.7926183,17.1815887598228
843772.999999998,844267.182368189,29.4112839147498,29.4112839147498,0,0.3480962,9.7926156,16.802475186865
844267.182368189,844269.149999998,29.4112839147498,29.3778145835544,-0.5,0.3480962,9.7926156,0.0669386623908252
844269.149999998,844753.01424927,29.3778145835544,29.3778145835544,0,0.1412281,9.7926127,16.4703963222349
844753.01424927,844755.419999998,29.3778145835544,29.3368409849823,-0.5,0.1412281,9.7926127,0.0819471971440962
844755.419999998,844757.401175612,29.3368409849823,29.4042954380279,1,0.0830101,9.7926096,0.0674544530455172
844757.401175612,845244.549999997,29.4042954380279,29.4042954380279,0,0.0830101,9.7926096,16.5672673712692
845244.549999997,845245.039225752,29.4042954380279,29.4209286344808,1,0.0161689,9.7926064,0.0166331964528972
845245.039225752,845741.049999997,29.4209286344808,29.4209286344808,0,0.0161689,9.7926064,16.8591134701479
845741.049999997,845741.589293661,29.4209286344808,29.4392532011725,1,0.0161689,9.7926064,0.0183245666917742
845741.589293661,846239.379999998,29.4392532011725,29.4392532011725,0,0.0161689,9.7926064,16.9090806391936
846239.379999998,846731.818798668,29.4392532011725,29.4392532011725,0,0.0198301,9.7926033,16.7272856857177
846731.818798668,846734.399999998,29.4392532011725,29.3953810608543,-0.5,0.0198301,9.7926033,0.0877442806365352
846734.399999998,846735.682803376,29.3953810608543,29.4389883397633,1,0.4672425,9.7926003,0.043607278908997
846735.682803376,847232.939999998,29.4389883397633,29.4389883397633,0,0.4672425,9.7926003,16.8911102135409
847232.939999998,847728.156411434,29.4389883397633,29.4389883397633,0,0.4672425,9.7926003,16.82178768241
847728.156411434,847728.459999998,29.4389883397633,29.4338316551748,-0.5,0.3945726,9.7925975,0.0103133691768917
847728.459999998,848223.668803152,29.4338316551748,29.4338316551748,0,0.3945726,9.7925975,16.8244763018137
848223.668803152,848224.249999998,29.4338316551748,29.4239570598418,-0.5,0.2197683,9.7925948,0.0197491906660545
848224.249999998,848718.459821575,29.4239570598418,29.4239570598418,0,0.1518965,9.7925923,16.7961712482293
848718.459821575,848721.229999998,29.4239570598418,29.3768458251937,-0.5,0.0819214,9.7925898,0.094222469296092
848721.229999998,848721.878160814,29.3768458251937,29.3989012085336,1,0.0819214,9.7925898,0.0220553833398753
848721.878160814,849225.129999998,29.3989012085336,29.3989012085336,0,0.0819214,9.7925898,17.1180492636198
849225.129999998,849720.766751622,29.3989012085336,29.3989012085336,0,-0.0703936,9.7925873,16.859022999146
849720.766751622,849722.719999997,29.3989012085336,29.365662667367,-0.5,-0.0703936,9.7925873,0.0664770823332503
849722.719999997,849722.968646081,29.365662667367,29.3741286859834,1,0.0890147,9.7925846,0.00846601861643848
849722.968646081,850220.259999997,29.3741286859834,29.3741286859834,0,0.0890147,9.7925846,16.9295695280933
850220.259999997,850717.217296522,29.3741286859834,29.3741286859834,0,0.0890147,9.7925846,16.9181970242337
850717.217296522,850719.379999998,29.3741286859834,29.3372925230874,-0.5,-0.1073951,9.7925817,0.073672325791982
850719.379999998,850719.513590691,29.3372925230874,29.3418457833211,1,-0.5813145,9.7925787,0.00455326023361735
850719.513590691,851215.619999998,29.3418457833211,29.3418457833211,0,-0.5813145,9.7925787,16.9078119001211
851215.619999998,851710.047415074,29.3418457833211,29.3418457833211,0,-0.4225315,9.7925757,16.850590066056
851710.047415074,851712.599999998,29.3418457833211,29.2983161469791,-0.5,-0.3154903,9.7925726,0.0870592726838666
851712.599999998,852209.318394826,29.2983161469791,29.2983161469791,0,-0.3154903,9.7925726,16.9538205655291
852209.318394826,852210.819999998,29.2983161469791,29.2726787956953,-0.5,-0.1580042,9.7925695,0.0512747025676035
852210.819999998,852211.8914763,29.2726787956953,29.3092592277471,1,0.3560429,9.7925665,0.0365804320517533
852211.8914763,852707.149999998,29.3092592277471,29.3092592277471,0,0.3560429,9.7925665,16.8976813726349
852707.149999998,852708.651813646,29.3092592277471,29.3604547610447,1,0.4583393,9.7925635,0.0511955332975766
